,Child mortality,Nutrition,School attendance,Schooling,Electricity,Drinking water,Sanitation,Housing,Cooking fuel,Assets
Child mortality,0.0,0.0427870731992,0.06898166940789588,0.018847128193053325,0.0,0.0,0.02242017231167027,0.0,0.04324490922521663,0.03918877863602028
Nutrition,0.12952500088364707,0.0,0.09915945540272302,0.04538896380952202,0.18969996260023003,0.14936614069232237,0.14599000848845314,0.0,0.1190754040969731,0.1534392682080123
School attendance,0.10854813614385532,0.05154443450444802,0.0,0.037756960846057744,0.18969996260023003,0.0,0.05589823957294856,0.0,0.0831063321886429,0.045148908950937885
Schooling,0.009032321627388849,0.007185606882581624,0.01149906604987535,0.0,0.06041244413115739,0.01342299662929178,0.01950224569643814,0.02837312174425171,0.03295514049843391,0.07091970559212347
Electricity,0.0,0.0027509672744186315,0.005292218633973468,0.005533901183752191,0.0,0.0,0.0,0.0,0.005322917843478906,0.008881268324107981
Drinking water,0.0,0.0033572728854952306,0.0,0.0019057712842305724,0.0,0.0,0.0,0.0,0.018730399813662056,0.004176982416605713
Sanitation,0.013304799141462183,0.028618804402275298,0.0210803994913308,0.02414903554498084,0.0,0.0,0.0,0.0,0.02925297562397929,0.08269334097358909
Housing,0.0,0.0,0.0,0.0023277220229901328,0.0,0.0,0.0,0.0,0.005160470618653067,0.00441459529528235
Cooking fuel,0.03918738930135663,0.0356444880703027,0.047858247007680065,0.06231323521663555,0.10987576252140821,0.2494496405186443,0.04466959494030199,0.11893849751978795,0.0,0.124755658369893
Assets,0.051414549979525825,0.0664997182411593,0.03764288492028785,0.1941498347716578,0.2654239446171429,0.08053996761169291,0.18282074427765335,0.14731161926403968,0.18062307074490275,0.0
